columns,parent_type,agg_type,pretty_type
acc_isol_surfv,Accessibility,,Accessibility
acc_isol_naccess,Accessibility,,Accessibility
acc_isol_nsc,Accessibility,,Accessibility
acc_complex_surfv,Accessibility,,Accessibility
acc_complex_naccess,Accessibility,,Accessibility
acc_complex_nsc,Accessibility,,Accessibility
acc_ifr_surfv,Accessibility,,Accessibility
acc_ifr_naccess,Accessibility,,Accessibility
acc_ifr_nsc,Accessibility,,Accessibility
acc_rsa_surfv,Accessibility,,Accessibility
acc_rsa_naccess,Accessibility,,Accessibility
acc_rsa_nsc,Accessibility,,Accessibility
bsa_ratio_surfv,Accessibility,,Accessibility
bsa_ratio_naccess,Accessibility,,Accessibility
bsa_ratio_nsc,Accessibility,,Accessibility
clo_35_15_CA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_35_15_CB_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_35_15_LHA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_35_20_CA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_35_20_CB_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_35_20_LHA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_35_30_CA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_35_30_CB_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_35_30_LHA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_5_15_CA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_5_15_CB_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_5_15_LHA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_5_20_CA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_5_20_CB_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_5_20_LHA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_5_30_CA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_5_30_CB_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_5_30_LHA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_85_15_CA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_85_15_CB_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_85_15_LHA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_85_20_CA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_85_20_CB_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_85_20_LHA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_85_30_CA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_85_30_CB_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_85_30_LHA_GN,Cross Link Order,GN,Cross Link Order (GN)
clo_35_15_CA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_35_15_CB_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_35_15_LHA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_35_20_CA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_35_20_CB_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_35_20_LHA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_35_30_CA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_35_30_CB_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_35_30_LHA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_5_15_CA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_5_15_CB_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_5_15_LHA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_5_20_CA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_5_20_CB_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_5_20_LHA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_5_30_CA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_5_30_CB_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_5_30_LHA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_85_15_CA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_85_15_CB_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_85_15_LHA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_85_20_CA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_85_20_CB_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_85_20_LHA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_85_30_CA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_85_30_CB_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_85_30_LHA_SW_3,Cross Link Order,SW,Cross Link Order (SW)
clo_35_15_CA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_35_15_CB_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_35_15_LHA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_35_20_CA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_35_20_CB_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_35_20_LHA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_35_30_CA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_35_30_CB_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_35_30_LHA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_5_15_CA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_5_15_CB_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_5_15_LHA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_5_20_CA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_5_20_CB_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_5_20_LHA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_5_30_CA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_5_30_CB_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_5_30_LHA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_85_15_CA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_85_15_CB_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_85_15_LHA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_85_20_CA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_85_20_CB_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_85_20_LHA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_85_30_CA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_85_30_CB_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_85_30_LHA_SW_5,Cross Link Order,SW,Cross Link Order (SW)
clo_35_15_CA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_35_15_CB_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_35_15_LHA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_35_20_CA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_35_20_CB_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_35_20_LHA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_35_30_CA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_35_30_CB_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_35_30_LHA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_5_15_CA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_5_15_CB_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_5_15_LHA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_5_20_CA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_5_20_CB_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_5_20_LHA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_5_30_CA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_5_30_CB_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_5_30_LHA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_85_15_CA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_85_15_CB_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_85_15_LHA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_85_20_CA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_85_20_CB_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_85_20_LHA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_85_30_CA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_85_30_CB_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_85_30_LHA_SW_7,Cross Link Order,SW,Cross Link Order (SW)
clo_35_15_CA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_35_15_CB_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_35_15_LHA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_35_20_CA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_35_20_CB_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_35_20_LHA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_35_30_CA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_35_30_CB_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_35_30_LHA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_5_15_CA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_5_15_CB_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_5_15_LHA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_5_20_CA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_5_20_CB_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_5_20_LHA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_5_30_CA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_5_30_CB_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_5_30_LHA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_85_15_CA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_85_15_CB_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_85_15_LHA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_85_20_CA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_85_20_CB_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_85_20_LHA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_85_30_CA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_85_30_CB_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_85_30_LHA_SW_9,Cross Link Order,SW,Cross Link Order (SW)
clo_35_15_CA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_15_CB_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_15_LHA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_20_CA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_20_CB_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_20_LHA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_30_CA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_30_CB_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_30_LHA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_15_CA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_15_CB_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_15_LHA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_20_CA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_20_CB_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_20_LHA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_30_CA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_30_CB_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_30_LHA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_15_CA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_15_CB_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_15_LHA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_20_CA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_20_CB_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_20_LHA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_30_CA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_30_CB_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_30_LHA_WNASurf,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_15_CA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_15_CB_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_15_LHA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_20_CA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_20_CB_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_20_LHA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_30_CA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_30_CB_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_30_LHA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_15_CA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_15_CB_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_15_LHA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_20_CA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_20_CB_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_20_LHA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_30_CA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_30_CB_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_5_30_LHA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_15_CA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_15_CB_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_15_LHA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_20_CA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_20_CB_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_20_LHA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_30_CA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_30_CB_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_85_30_LHA_WNADist,Cross Link Order,WNA,Cross Link Order (WNA)
clo_35_15_CA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_35_15_CB_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_35_15_LHA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_35_20_CA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_35_20_CB_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_35_20_LHA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_35_30_CA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_35_30_CB_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_35_30_LHA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_5_15_CA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_5_15_CB_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_5_15_LHA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_5_20_CA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_5_20_CB_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_5_20_LHA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_5_30_CA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_5_30_CB_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_5_30_LHA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_85_15_CA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_85_15_CB_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_85_15_LHA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_85_20_CA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_85_20_CB_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_85_20_LHA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_85_30_CA_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_85_30_CB_VD,Cross Link Order,VD,Cross Link Order (VD)
clo_85_30_LHA_VD,Cross Link Order,VD,Cross Link Order (VD)
cpo_35_15_CA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_35_15_CB_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_35_15_LHA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_35_20_CA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_35_20_CB_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_35_20_LHA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_35_30_CA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_35_30_CB_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_35_30_LHA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_5_15_CA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_5_15_CB_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_5_15_LHA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_5_20_CA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_5_20_CB_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_5_20_LHA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_5_30_CA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_5_30_CB_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_5_30_LHA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_85_15_CA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_85_15_CB_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_85_15_LHA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_85_20_CA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_85_20_CB_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_85_20_LHA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_85_30_CA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_85_30_CB_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_85_30_LHA_GN,Cross Presence Order,GN,Cross Presence Order (GN)
cpo_35_15_CA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_15_CB_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_15_LHA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_20_CA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_20_CB_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_20_LHA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_30_CA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_30_CB_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_30_LHA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_15_CA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_15_CB_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_15_LHA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_20_CA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_20_CB_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_20_LHA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_30_CA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_30_CB_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_30_LHA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_15_CA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_15_CB_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_15_LHA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_20_CA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_20_CB_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_20_LHA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_30_CA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_30_CB_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_30_LHA_SW_3,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_15_CA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_15_CB_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_15_LHA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_20_CA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_20_CB_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_20_LHA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_30_CA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_30_CB_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_30_LHA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_15_CA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_15_CB_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_15_LHA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_20_CA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_20_CB_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_20_LHA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_30_CA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_30_CB_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_30_LHA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_15_CA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_15_CB_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_15_LHA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_20_CA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_20_CB_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_20_LHA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_30_CA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_30_CB_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_30_LHA_SW_5,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_15_CA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_15_CB_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_15_LHA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_20_CA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_20_CB_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_20_LHA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_30_CA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_30_CB_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_30_LHA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_15_CA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_15_CB_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_15_LHA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_20_CA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_20_CB_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_20_LHA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_30_CA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_30_CB_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_30_LHA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_15_CA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_15_CB_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_15_LHA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_20_CA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_20_CB_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_20_LHA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_30_CA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_30_CB_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_30_LHA_SW_7,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_15_CA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_15_CB_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_15_LHA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_20_CA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_20_CB_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_20_LHA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_30_CA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_30_CB_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_35_30_LHA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_15_CA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_15_CB_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_15_LHA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_20_CA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_20_CB_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_20_LHA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_30_CA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_30_CB_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_5_30_LHA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_15_CA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_15_CB_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
cpo_85_15_LHA_SW_9,Cross Presence Order,SW,Cross Presence Order (SW)
